,Statement,Link,Date,Source,Label
362,"Farm bankruptcies are ""at an eight-year high.""",https://www.politifact.com/factchecks/2020/oct/31/theresa-greenfield/fact-check-farm-bankruptcies-highest-8-years/,"ober 31, 2020",Theresa Greenfield,true
363,“How many of you still don't know that Michelle Obama was born Michael Lavaughn Robinson and is a man?”,https://www.politifact.com/factchecks/2020/oct/31/facebook-posts/no-michelle-obama-not-transgender-woman/,"ber 31, 2020",Facebook posts,pants-fire
364,“There are people trying to make legal age of consent 4 years old.”,https://www.politifact.com/factchecks/2020/oct/31/facebook-posts/no-evidence-people-are-trying-lower-age-consent-4/,"ober 31, 2020",Facebook posts,false
365,"Says Joni Ernst ""supports the lawsuit that's headed to the Supreme Court that will” repeal the Affordable Care Act.",https://www.politifact.com/factchecks/2020/oct/31/theresa-greenfield/greenfield-attacks-ernst-aca-lawsuit-position-refl/,"ober 31, 2020",Theresa Greenfield,half-true
366,"When Sen. Kelly Loeffler heard about the COVID-19 risk, she “focused on her own portfolio” and ""profited from the pandemic.""",https://www.politifact.com/factchecks/2020/oct/31/raphael-warnock/fact-checking-raphael-warnocks-claim-georgia-sen-k/,"ober 31, 2020",Raphael Warnock,half-true
367,"Says Ann Wagner’s campaign ""has taken millions of dollars from special interests, more than almost anyone else in Congress.”",https://www.politifact.com/factchecks/2020/oct/30/democratic-congressional-campaign-committee/follow-money-rep-wagner-has-received-millions/,"ober 30, 2020",Democratic Congressional Campaign Committee,half-true
368,"""Mike Parson opposes protections for pre-existing conditions.”",https://www.politifact.com/factchecks/2020/oct/30/nicole-galloway/does-gov-parson-actually-oppose-protections-preexi/,"ober 30, 2020",Nicole Galloway,mostly-true
369,“Miami-Dade reporting 23% of early ballots being rejected for missing signatures.”,https://www.politifact.com/factchecks/2020/oct/30/facebook-posts/false-post-inflates-number-rejected-mail-ballots-m/,"ober 30, 2020",Facebook posts,false
370,The number of coronavirus deaths is “almost nothing.”,https://www.politifact.com/factchecks/2020/oct/30/donald-trump-jr/donald-trump-jr-claims-covid-19-deaths-almost-noth/,"ober 30, 2020",Donald Trump Jr.,pants-fire
371,"""I am for protecting pre-existing conditions. … I actually co-sponsored legislation to do just that.""",https://www.politifact.com/factchecks/2020/oct/30/chris-jacobs/pre-existing-conditions-jacobs-claim-needs-context/,"ober 30, 2020",Chris Jacobs,mostly-true
372,“Nobody's ever seen a number like this… (33.1%) economic growth is four times greater than what the experts expected.”,https://www.politifact.com/factchecks/2020/oct/30/donald-trump/donald-trump-says-gdp-growth-was-historic-beat-pre/,"ober 30, 2020",Donald Trump,half-true
373,"Says President Donald Trump ""thinks that $15 an hour minimum wage is too much for essential workers.""",https://www.politifact.com/factchecks/2020/oct/30/joe-biden/does-donald-trump-think-15-hour-too-much-essential/,"ober 30, 2020",Joe Biden,half-true
374,"“On 60 Minutes, Joe said he never met with Hunter and the Burisma CEO. Well, here he is with both.”",https://www.politifact.com/factchecks/2020/oct/30/viral-image/no-photo-doesnt-show-joe-and-hunter-biden-burisma-/,"ober 30, 2020",Viral image,false
375,Says YouTube removed Tucker Carlson’s interview with Tony Bobulinski.,https://www.politifact.com/factchecks/2020/oct/30/facebook-posts/no-youtube-didnt-remove-tucker-carlsons-interview-/,"ober 30, 2020",Facebook posts,false
376,Says Jeff Foxworthy wrote a ‘fence test’ for Republicans and Democrats.,https://www.politifact.com/factchecks/2020/oct/30/facebook-posts/no-jeff-foxworthy-didnt-write-fence-test/,"ober 30, 2020",Facebook posts,false
377,“Joe Biden calls Pennsylvania voters who don’t support him ‘chumps.’”,https://www.politifact.com/factchecks/2020/oct/30/viral-image/biden-called-trump-supporters-disrupting-his-rally/,"ober 30, 2020",Viral image,barely-true
378,Says Trump “didn’t campaign on cutting the debt” … “That’s not what he promised to do.”,https://www.politifact.com/factchecks/2020/oct/30/ted-cruz/federal-debt-was-frequent-talking-point-during-tru/,"ober 30, 2020",Ted Cruz,false
379,“I can send every qualified person to a four-year college in their state for $150 billion.”,https://www.politifact.com/factchecks/2020/oct/30/joe-biden/biden-misstates-price-his-free-public-college-plan/,"ober 30, 2020",Joe Biden,false
380,“The majority of minimum wage workers...are mothers.”,https://www.politifact.com/factchecks/2020/oct/30/abigail-spanberger/are-majority-minimum-wage-earners-mothers-spanberg/,"ober 30, 2020",Abigail Spanberger,false
381,"Says Dan Forest has “missed almost half of the Board of Education meetings during the pandemic.""",https://www.politifact.com/factchecks/2020/oct/30/roy-cooper/cooper-right-about-forest-education-board-attendan/,"ober 30, 2020",Roy Cooper,true
382,“Major decision protecting voting rights in Pa. Ballots received after Election Day will not be counted.”,https://www.politifact.com/factchecks/2020/oct/29/justin-clark/fact-checking-trump-campaign-tweet-pa-mail-ballots/,"ober 29, 2020",Justin Clark,barely-true
383,A Detroit TV station aired the election results a week early.,https://www.politifact.com/factchecks/2020/oct/29/youtube-videos/detroit-tv-station-accidentally-airs-fake-election/,"ober 29, 2020",YouTube videos,half-true
384,"“When asked about court-packing, Biden's staff immediately escorts the camera out.”",https://www.politifact.com/factchecks/2020/oct/29/donald-trump/trump-campaign-uses-cherry-picked-video-attack-bid/,"ober 29, 2020",Donald Trump,false
385,"Says U.S. Rep. Ann Wagner “voted five times against protecting pre-existing conditions.""",https://www.politifact.com/factchecks/2020/oct/29/jill-schupp/did-ann-wagner-vote-repeal-pre-existing-conditions/,"ober 29, 2020",Jill Schupp,mostly-true
386,“I have been very clear with DACA. Even in my campaign six years ago I stood for those Dreamers.”,https://www.politifact.com/factchecks/2020/oct/29/joni-ernst/joni-ernst-said-she-stood-dreamers-hasnt-always-su/,"ober 29, 2020",Joni Ernst,half-true
387,Says Kamala Harris said looters are just feeding their hungry kids.,https://www.politifact.com/factchecks/2020/oct/29/facebook-posts/kamala-harris-has-condemned-looting/,"ober 29, 2020",Facebook posts,false
388,"Says Jill Biden said, “Whatever is on Hunter’s laptop is not important.”",https://www.politifact.com/factchecks/2020/oct/29/viral-image/no-jill-biden-didnt-say-about-hunter-bidens-laptop/,"ober 29, 2020",Viral image,false
389,My 2018 election was the first time Speaker Robin Vos has lost a Republican-held seat,https://www.politifact.com/factchecks/2020/oct/29/robyn-vining/yes-because-gerrymandering-only-one-republican-ass/,"ober 29, 2020",Robyn Vining,true
390,“The Columbia school buildings in my district have the lowest test scores in all of Boone County.”,https://www.politifact.com/factchecks/2020/oct/29/cheri-toalson-reisch/toalson-reisch-about-columbia-schools-test-scores/,"ober 29, 2020",Cheri Toalson Reisch,barely-true
391,Joe Biden “wants to get rid of something called ‘stepped up basis’” that reduces inheritance taxes.,https://www.politifact.com/factchecks/2020/oct/29/facebook-posts/yes-biden-seeks-eliminate-policy-reduces-inheritan/,"ober 29, 2020",Facebook posts,true
392,"Counting ballots for weeks after Election Day “is totally inappropriate, and I don't believe that's by our laws.""",https://www.politifact.com/factchecks/2020/oct/28/donald-trump/donald-trump-wrong-winner-has-be-announced-electio/,"ober 28, 2020",Donald Trump,pants-fire
393,Sen. Kamala Harris “may have broken laws” when she visited a voting site in Ohio,https://www.politifact.com/factchecks/2020/oct/28/facebook-posts/no-harris-did-not-break-ohio-law-election-site-vis/,"ober 28, 2020",Facebook posts,false
394,"“Because our family couldn’t afford health insurance, Obama/Biden penalized us about $10,000, then took that $10,000 and used it to pay for others’ free Obamacare. Trump ended that theft.”",https://www.politifact.com/factchecks/2020/oct/28/facebook-posts/10000-obamacare-penalty-doubtful/,"ober 28, 2020",Facebook posts,barely-true
395,"“Under the Affordable Care Act, three states get 35% of the money, folks. Can you name them? I'll help you: California, New York and Massachusetts.”",https://www.politifact.com/factchecks/2020/oct/28/lindsey-graham/graham-says-ny-calif-and-mass-get-over-third-aca-m/,"ober 28, 2020",Lindsey Graham,half-true
396,"Drivers will “get guaranteed earnings, health care benefits, personal protections, and they can maintain their flexible schedules.”",https://www.politifact.com/factchecks/2020/oct/28/lyft-lyft/app-based-companies-pushing-prop-22-say-drivers-wi/,"ober 28, 2020",Lyft,half-true
397,Photo shows Joe Biden’s license plate says “THEBIGGUY.”,https://www.politifact.com/factchecks/2020/oct/28/viral-image/no-photo-doesnt-show-bidens-car-big-guy-license-pl/,"ober 28, 2020",Viral image,pants-fire
398,"Says Clint Eastwood called Joe Biden an “incompetent, lying, flip-flopping, insincere, double-talking, radical socialist.”",https://www.politifact.com/factchecks/2020/oct/28/viral-image/old-fake-clint-eastwood-quote-about-obama-turns-fa/,"ober 28, 2020",Viral image,pants-fire
399,“Now with the COVID-19 … more people are dependent on drugs or alcohol.”,https://www.politifact.com/factchecks/2020/oct/28/joe-manchin/has-drug-dependence-increased-under-covid-19/,"ober 28, 2020",Joe Manchin,mostly-true
400,Says someone tried to suppress votes by disguising trash cans as ballot boxes.,https://www.politifact.com/factchecks/2020/oct/28/instagram-posts/ad-history-exhibit-philadelphia-mistaken-attempt-s/,"ober 28, 2020",Instagram posts,false
401,"“In Nevada, they want to have a thing where you don’t have to have any verification of the signature” on ballots.",https://www.politifact.com/factchecks/2020/oct/28/donald-trump/trumps-misleading-claim-about-ballot-signatures-ne/,"ober 28, 2020",Donald Trump,false
402,An “anti-Black Lives Matter” flag replaced the American flag behind President Trump during a Waukesha campaign rally.,https://www.politifact.com/factchecks/2020/oct/28/facebook-posts/yes-thin-blue-line-flag-has-taken-more-prominent-p/,"ober 28, 2020",Facebook posts,mostly-true
403,Upton “voted a dozen times to kick thousands of Michigan families off their health insurance and eliminate protections for preexisting conditions”,https://www.politifact.com/factchecks/2020/oct/28/jon-hoadley/upton-voted-dozen-times-support-repealing-affordab/,"ober 28, 2020",Jon Hoadley,mostly-true
404,Says North Carolina just landed an auto plant.,https://www.politifact.com/factchecks/2020/oct/28/donald-trump/trump-wrong-about-auto-plant-coming-north-carolina/,"ober 28, 2020",Donald Trump,false
405,“Joe Biden confirmed his plan to abolish the entire U.S. oil industry.”,https://www.politifact.com/factchecks/2020/oct/28/donald-trump/fact-checking-trumps-claim-biden-said-he-would-abo/,"ober 28, 2020",Donald Trump,false
406,On confirming a Supreme Court justice nominee in a presidential election year.,https://www.politifact.com/factchecks/2020/oct/28/thom-tillis/sen-thom-tillis-flip-flops-filling-supreme-court-v/,"ober 27, 2020",Thom Tillis,full-flop
407,"“While serving as Town Supervisor, Nate McMurray voted to raise taxes on homeowners.”",https://www.politifact.com/factchecks/2020/oct/28/chris-jacobs/jacobs-charge-mcmurray-raised-taxes-grand-island-c/,"ober 27, 2020",Chris Jacobs,true
408,"“President Obama would never give them long-term funding, and I did … I saved historically Black colleges and universities.”",https://www.politifact.com/factchecks/2020/oct/27/donald-trump/trumps-exaggerated-claim-he-saved-hbcus-2019-fundi/,"ober 27, 2020",Donald Trump,barely-true
409,Says Joe Biden said “Why am I doing this? Why? What is my real aim?”,https://www.politifact.com/factchecks/2020/oct/27/donald-trump/biden-was-quoting-pope-francis-not-expressing-conf/,"ober 27, 2020",Donald Trump,false
410,Says photo of Malia Obama's credit card next to white powder was found on Hunter Biden's laptop.,https://www.politifact.com/factchecks/2020/oct/27/instagram-posts/malia-obama-credit-card-photo-isnt-new-and-theres-/,"ober 27, 2020",Instagram posts,false
411,“More suicide deaths than coronavirus death past two months.”,https://www.politifact.com/factchecks/2020/oct/27/tom-brady/no-suicides-have-not-outpaced-covid-19-deaths/,"ober 27, 2020",Tom Brady,false
412,"""Joe Biden says he supports sex changes for kids.""",https://www.politifact.com/factchecks/2020/oct/27/american-principles-project/conservative-groups-claim-joe-biden-backs-sex-chan/,"ober 27, 2020",American Principles Project,false
413,U.S. is “really not doing (COVID-19) reporting right” because deaths are being improperly counted and hospitals have an “incentive” to pad stats.,https://www.politifact.com/factchecks/2020/oct/27/donald-trump/trump-wrong-claim-us-padding-covid-19-stats/,"ober 27, 2020",Donald Trump,false
414,“CAN I CHANGE MY VOTE? ... The answer in most states is YES.”,https://www.politifact.com/factchecks/2020/oct/27/donald-trump/donald-trump-says-you-can-change-your-vote-most-st/,"ober 27, 2020",Donald Trump,barely-true
415,Says Hunter Biden “died of a crack overdose.”,https://www.politifact.com/factchecks/2020/oct/27/facebook-posts/hunter-biden-alive-despite-social-media-claims-abo/,"ober 27, 2020",Facebook posts,false
416,“Biden admits to voter fraud.”,https://www.politifact.com/factchecks/2020/oct/27/kayleigh-mcenany/white-house-press-secretary-mcenany-takes-bidens-w/,"ober 27, 2020",Kayleigh McEnany,false
417,"""World renowned experts"" declare that we should “live normally, practice simple hygiene,” stay home when sick and use protective measures only with “the most vulnerable populations.”",https://www.politifact.com/factchecks/2020/oct/27/facebook-posts/great-barrington-herd-immunity-document-widely-dis/,"ober 27, 2020",Facebook posts,half-true
418,Says photo from Hunter Biden's laptop shows Paul Pelosi Jr. abusing a girl and doing drugs.,https://www.politifact.com/factchecks/2020/oct/27/facebook-posts/no-photo-paul-pelosi-jr-doesnt-show-him-abusing-gi/,"ober 27, 2020",Facebook posts,false
419,"Says Troy Nehls “called wearing masks 'un-American' and called those who do 'communists.'""",https://www.politifact.com/factchecks/2020/oct/27/sri-preston-kulkarni/texas-house-race-kulkarni-distorts-nehls-take-mask/,"ober 27, 2020",Sri Preston Kulkarni,false
420,"""The daughter of Sen. Coons (D-DE), along with 7 other underaged girls are featured on Hunter's laptop! - Breitbart News""",https://www.politifact.com/factchecks/2020/oct/26/facebook-posts/no-evidence-hunter-biden-had-photos-coons-daughter/,"ober 26, 2020",Facebook posts,false
421,"""We have a mayor in D.C. who formed a commission with recommendations. Her recommendation is: Take down the Washington Monument, close up the Lincoln Monument.""",https://www.politifact.com/factchecks/2020/oct/26/donald-trump/trump-wrongly-accuses-dc-mayor-calling-removal-was/,"ober 26, 2020",Donald Trump,barely-true
422,"The coronavirus ""was constructed in the Wuhan Institute of Virology.”",https://www.politifact.com/factchecks/2020/oct/26/scott-perry/pa-rep-scott-perry-airs-debunked-claim-wuhan-lab-c/,"ober 26, 2020",Scott Perry,false
423,"Says she is ranked ""one of the most bipartisan senators in the Senate in the last 25 years.""",https://www.politifact.com/factchecks/2020/oct/26/joni-ernst/bipartisanship-rankings-show-joni-ernst-toward-top/,"ober 26, 2020",Joni Ernst,mostly-true
424,A photo shows Barack Obama in front of “cages” built during his administration to hold migrants.,https://www.politifact.com/factchecks/2020/oct/26/viral-image/viral-image-migrant-cages-2019-not-obama-years/,"ober 26, 2020",Viral image,half-true
425,A yearbook photo shows Mark Kelly dressed as Adolf Hitler.,https://www.politifact.com/factchecks/2020/oct/25/blog-posting/no-mark-kelly-did-not-dress-hitler/,"ober 25, 2020",Bloggers,false
426,"""Biden slipped up and came out saying he’s going to tax your 401k. Are any of you EVEN paying attention?""",https://www.politifact.com/factchecks/2020/oct/25/facebook-posts/bidens-tax-plan-wont-tax-401k-accounts/,"ober 25, 2020",Facebook posts,false
427,Says Joe Biden had an iPad at his podium during the debate.,https://www.politifact.com/factchecks/2020/oct/25/facebook-posts/presidential-candidates-had-notepads-podiums-not-i/,"ober 25, 2020",Facebook posts,false
428,"Says Donald Trump “voted twice” in the Nov. 3, 2020 election",https://www.politifact.com/factchecks/2020/oct/25/facebook-posts/no-trump-did-not-vote-twice-nov-3-election/,"ober 25, 2020",Facebook posts,pants-fire
429,"""Generally the deaths are still pretty flat because we've flattened the curve.”",https://www.politifact.com/factchecks/2020/oct/23/ron-johnson/us-sen-ron-johnson-confuses-and-misses-claim-about/,"ober 23, 2020",Ron Johnson,barely-true
430,"As part of the Obama administration's criminal justice reforms, “38,000 prisoners were released from federal prison.”",https://www.politifact.com/factchecks/2020/oct/23/joe-biden/biden-wrongly-claims-obama-policies-released-38000/,"ober 23, 2020",Joe Biden,barely-true
431,Says Texas has “lower taxes and less regulations than anywhere else in the U.S.”,https://www.politifact.com/factchecks/2020/oct/23/roger-williams/no-texas-does-not-have-lowest-taxes-and-fewest-reg/,"ober 23, 2020",Roger Williams,false
432,"Says Joe Biden owns four $3 million -$7.5 million homes on a $200,000 salary.",https://www.politifact.com/factchecks/2020/oct/23/viral-image/facebook-post-misstates-number-biden-owned-propert/,"ober 23, 2020",Viral image,barely-true
433,"Says Karen Handel ""slashed the Centers for Disease Control's ability to fight diseases, cutting millions in research funding.""",https://www.politifact.com/factchecks/2020/oct/23/lucy-mcbath/georgia-rep-lucy-mcbath-cherry-picks-attack-karen-/,"ober 23, 2020",Lucy McBath,barely-true
434,"Says Donald Trump “is pushing to slash Medicare benefits.""",https://www.politifact.com/factchecks/2020/oct/23/joe-biden/bidens-claim-about-trump-slashing-medicare-benefit/,"ber 23, 2020",Joe Biden,half-true
435,"Says ""Gov. Parson’s administration purged 100,000 kids from Medicaid rolls.""",https://www.politifact.com/factchecks/2020/oct/23/nicole-galloway/parson-administration-did-remove-100000-kids-medic/,"ober 23, 2020",Nicole Galloway,mostly-true
436,"“We're starting to reach almost herd immunity in this nation, so we'll be on the downside of this virus very soon.""",https://www.politifact.com/factchecks/2020/oct/23/vicky-hartzler/hartzlers-claim-isnt-close-were-long-way-away-herd/,"ober 23, 2020",Vicky Hartzler,false
437,Michigan has been “like a prison” during the coronavirus.,https://www.politifact.com/factchecks/2020/oct/23/donald-trump/trump-says-michigan-during-coronavirus-pandemic-ha/,"ober 23, 2020",Donald Trump,false
438,Says Donald Trump said “good” during the final presidential debate in reference to families being separated at the border.,https://www.politifact.com/factchecks/2020/oct/23/facebook-posts/trump-did-not-say-good-when-talking-about-family-s/,"ober 23, 2020",Facebook posts,false
439,"Foxconn hasn't hit job targets on its massive Wisconsin factory because ""No. 1, you had a pandemic.""",https://www.politifact.com/factchecks/2020/oct/23/donald-trump/trump-wrong-blame-pandemic-foxconn-struggles/,"ober 23, 2020",Donald Trump,false
440,"“They have 180 million people, families under what he wants to do, which will basically be socialized medicine — you won’t even have a choice — they want to terminate 180 million plans.”",https://www.politifact.com/factchecks/2020/oct/23/donald-trump/trumps-misguided-claim-bidens-health-plan-will-ter/,"ober 23, 2020",Donald Trump,pants-fire
441,"“When I closed (travel from China) he said I should not have closed. ...He said this is a terrible thing, you are a xenophobe, I think he called me racist. Now he says I should have closed it earlier.”",https://www.politifact.com/factchecks/2020/oct/23/donald-trump/trump-repeats-flawed-claim-biden-opposed-trumps-co/,"ober 23, 2020",Donald Trump,barely-true
442,"""We are rounding the turn (on coronavirus). We are rounding the corner.""",https://www.politifact.com/factchecks/2020/oct/23/donald-trump/no-fight-against-coronavirus-isnt-rounding-corner-/,"ober 23, 2020",Donald Trump,false
443,Pennsylvania “never opened.”,https://www.politifact.com/factchecks/2020/oct/23/donald-trump/fact-checking-trumps-claim-pennsylvania-never-open/,"ober 22, 2020",Donald Trump,false
444,Says Mark Kelly took to space a “Chinese communist banner.”,https://www.politifact.com/factchecks/2020/oct/23/martha-mcsally/mark-kelly-did-not-take-chinese-communist-banner-s/,"ober 22, 2020",Martha McSally,false
445,"Says “Joe & Jill Biden’s income went from $396,456 in 2016, to $16,596,979 in 2017-2019. Anyone else want to know where that money is coming from?”",https://www.politifact.com/factchecks/2020/oct/22/facebook-posts/bidens-income-sources-arent-such-big-mystery/,"ober 22, 2020",Facebook posts,half-true
446,The “3 red stripes” in Joe Biden’s campaign logo refer to a Chinese socialist slogan.,https://www.politifact.com/factchecks/2020/oct/22/facebook-posts/biden-campaign-logo-does-not-pay-homage-chinese-so/,"ober 22, 2020",Facebook posts,pants-fire
447,"Says Biden said, ""The day after I’m elected I will let you know what I stand for, bc if I tell you now it will be all over the news.""",https://www.politifact.com/factchecks/2020/oct/22/facebook-posts/joe-biden-did-not-say-he-would-wait-till-after-ele/,"ober 22, 2020",Facebook posts,barely-true
448,"Kamala Harris’ husband said, “I am married to the next president of the United States.”",https://www.politifact.com/factchecks/2020/oct/22/facebook-posts/video-kamala-harris-husband-saying-hes-married-nex/,"ober 22, 2020",Facebook posts,barely-true
449,A video shows ballots being changed in Maryland.,https://www.politifact.com/factchecks/2020/oct/22/facebook-posts/maryland-elections-officials-say-video-doesnt-show/,"ober 22, 2020",Facebook posts,false
450,“Leftists” sent “Proud Boys” emails threatening Democratic voters.,https://www.politifact.com/factchecks/2020/oct/22/blog-posting/officials-think-iran-sent-fake-proud-boys-emails-t/,"ober 22, 2020",Bloggers,false
451,"""California sends 440,000 ballots to ineligible voters.""",https://www.politifact.com/factchecks/2020/oct/22/instagram-posts/no-evidence-california-sent-440000-nov-3-ballots-i/,"ober 22, 2020",Instagram posts,false
452,Says Dan Forest wants to use tax dollars “to help rich people send their kids to private school using vouchers.”,https://www.politifact.com/factchecks/2020/oct/22/roy-cooper/does-forest-want-open-state-aid-rich-north-carolin/,"ober 21, 2020",Roy Cooper,half-true
453,“Phony” ballots “were printed without my name on it.”,https://www.politifact.com/factchecks/2020/oct/21/donald-trump/fact-checking-trumps-overblown-statement-about-bal/,"ober 21, 2020",Donald Trump,barely-true
454,Says Joe Biden repeatedly told Americans he's going to raise their taxes.,https://www.politifact.com/factchecks/2020/oct/21/donald-trump/trump-campaign-ad-takes-biden-out-context-three-ti/,"ober 21, 2020",Donald Trump,false
455,"In the plot to kidnap Michigan Gov. Gretchen Whitmer, “the perps were ANTIFA and BLM anarchists.”",https://www.politifact.com/factchecks/2020/oct/21/viral-image/looking-ideologies-whitmer-kidnapping-plot-suspect/,"ober 21, 2020",Viral image,barely-true
456,"You can vote in Wisconsin with a photo ID ""even if that ID is expired or you've moved.""",https://www.politifact.com/factchecks/2020/oct/21/gwen-moore/yes-you-can-vote-expired-photo-id-one-caveat/,"ober 21, 2020",Gwen Moore,mostly-true
457,Says Dr. Anthony Fauci wrote a paper blaming 1918-19 flu deaths on masks.,https://www.politifact.com/factchecks/2020/oct/21/facebook-posts/dr-anthony-fauci-didnt-blame-masks-1918-19-flu-dea/,"ober 21, 2020",Facebook posts,false
458,"“Hunter Biden was chairman of the World Food Program, which just won the Nobel Peace Prize. Eric Trump, Donald J Trump Jr, Ivanka Trump are banned from ever operating a charity again because they stole donations to children with cancer.""",https://www.politifact.com/factchecks/2020/oct/21/left-action/fact-checking-claims-about-charities-linked-hunter/,"ober 21, 2020",Left Action,false
459,Photo shows Joe Biden next to a man seen in a sex sting video.,https://www.politifact.com/factchecks/2020/oct/21/facebook-posts/no-viral-photo-doesnt-show-biden-next-man-seen-sex/,"ober 21, 2020",Facebook posts,pants-fire
460,Says “we will know which candidate you voted for.”,https://www.politifact.com/factchecks/2020/oct/21/emails/threat-wrongly-says-author-email-can-find-out-if-f/,"ober 21, 2020",Emails,pants-fire
461,“We saved 2 million people” from dying of COVID-19.,https://www.politifact.com/factchecks/2020/oct/21/donald-trump/trump-says-he-prevented-2-million-covid-19-deaths-/,"ober 21, 2020",Donald Trump,barely-true
462,“The boilermakers union has endorsed me because I sat down with them and went into great detail with leadership [about] exactly what I would do.”,https://www.politifact.com/factchecks/2020/oct/21/joe-biden/no-boilermakers-union-didnt-endorse-joe-biden/,"ober 21, 2020",Joe Biden,false
463,"Says NBC News’ Kristen Welker “gave thousands of dollars to Obama, Clinton and Biden, is registered as a Democrat & her family spent Christmas with the Obamas at the White House.”",https://www.politifact.com/factchecks/2020/oct/20/facebook-posts/no-nbc-news-debate-moderator-isnt-democratic-mega-/,"ober 20, 2020",Facebook posts,false
464,"“15 days left to vote BUT if you are voting by mail, you need to vote TODAY. USPS says it needs a 14 day roundtrip to be counted on election day.”",https://www.politifact.com/factchecks/2020/oct/20/instagram-posts/fact-checking-claim-about-when-your-mail-ballot-du/,"ober 20, 2020",Instagram posts,half-true
465,If you know someone's name and date of birth you can change their votes on Oregon’s voting website.,https://www.politifact.com/factchecks/2020/oct/20/blog-posting/4chan-users-spread-false-information-about-oregons/,"ober 20, 2020",Bloggers,pants-fire
466,A photo shows women who “gathered to scream at Trump through their vaginas.”,https://www.politifact.com/factchecks/2020/oct/20/viral-image/photo-shows-art-project-not-trump-protest/,"ober 20, 2020",Viral image,false
467,"Says “Hunter Biden had 25,000 pics of him torturing and raping children under age 10 in China on his laptop.”",https://www.politifact.com/factchecks/2020/oct/20/facebook-posts/fact-checking-unproven-claims-about-hunter-biden-a/,"ober 20, 2020",Facebook posts,false
468,A mansion in photo is Joe Biden’s house.,https://www.politifact.com/factchecks/2020/oct/20/eric-trump/eric-trump-misidentifies-mansion-bidens/,"ober 20, 2020",Eric Trump,barely-true
469,"Says since he and President Trump took office, their policies ""led to an unemployment rate of 3.1% in Wisconsin and 61,000 Wisconsin jobs, including 15,000 manufacturing jobs.""",https://www.politifact.com/factchecks/2020/oct/20/mike-pence/pence-uses-outdated-numbers-tout-wisconsin-job-gai/,"ober 20, 2020",Mike Pence,false
470,Photo shows Ice Cube and 50 Cent wearing Donald Trump hats.,https://www.politifact.com/factchecks/2020/oct/20/viral-image/altered-photo-shows-ice-cube-50-cent-trump-hats/,"ober 20, 2020",Viral image,false
471,Abigail Spanberger and other Democrats “voted to spend public funds on their political campaigns; up to $5 million...”,https://www.politifact.com/factchecks/2020/oct/20/nick-freitas/did-spanberger-other-house-democrats-vote-use-publ/,"ober 20, 2020",Nick Freitas,half-true
472,"Says Joe Biden told a factory worker, “I don’t work for you!” while pointing a finger in the worker’s face.",https://www.politifact.com/factchecks/2020/oct/20/facebook-posts/biden-had-tense-exchange-factory-worker-what-exact/,"ober 20, 2020",Facebook posts,half-true
473,"Pennsylvania rejected 372,000 mail-in ballots",https://www.politifact.com/factchecks/2020/oct/19/facebook-posts/pennsylvania-rejected-372000-ballot-applications-n/,"ober 19, 2020",Facebook posts,false
474,"Says Anthony Fauci was indicted “for crimes including treason, conspiring with the enemy and fraud.”",https://www.politifact.com/factchecks/2020/oct/19/facebook-posts/no-anthony-fauci-hasnt-been-indicted/,"ober 19, 2020",Facebook posts,pants-fire
475,"Speaking of the federal debt before the coronavirus pandemic, “we were starting to get that number down.”",https://www.politifact.com/factchecks/2020/oct/19/donald-trump/trump-falsely-says-federal-debt-was-going-down-pan/,"ober 19, 2020",Donald Trump,false
476,“Donald Trump and Thom Tillis opposed legislation that would lower the price of insulin and other prescription drugs.”,https://www.politifact.com/factchecks/2020/oct/19/facebook-posts/progressive-group-highlights-trump-tillis-weakness/,"ober 19, 2020",Facebook posts,mostly-true
477,"Says ""David Schweikert took over $120,000 from the drug industry and voted against legislation to lower prescription drug prices.""",https://www.politifact.com/factchecks/2020/oct/19/afscme/arizona-house-race-attack-ad-zeroes-prescription-d/,"ober 19, 2020",AFSCME,mostly-true
478,"""Nancy Mace denies climate change.""",https://www.politifact.com/factchecks/2020/oct/19/joe-cunningham/sc-house-candidate-nancy-mace-hedges-doesnt-outrig/,"ober 19, 2020",Joe Cunningham,mostly-true
479,“WHO now says your child’s presence in school counts as ‘informed consent’ for vaccination - parental presence not required.”,https://www.politifact.com/factchecks/2020/oct/19/facebook-posts/childs-presence-school-doesnt-automatically-enroll/,"ober 19, 2020",Facebook posts,false
480,"Says Joe Biden said, “I lived in Section 8 housing as a little boy.”",https://www.politifact.com/factchecks/2020/oct/19/facebook-posts/no-biden-didnt-say-he-lived-section-8-housing-boy/,"ober 19, 2020",Facebook posts,false
481,“Federal law requires people to speak English to be naturalized as American citizens.”,https://www.politifact.com/factchecks/2020/oct/19/facebook-posts/foreign-nationals-pass-english-test-gain-american-/,"ober 19, 2020",Facebook posts,mostly-true
482,A photo shows a massive crowd at a recent Florida rally for Donald Trump.,https://www.politifact.com/factchecks/2020/oct/18/facebook-posts/photo-doesnt-show-trump-rally-florida-it-was-music/,"ober 18, 2020",Facebook posts,false
483,Says Nancy Pelosi was photographed with the Manson Family.,https://www.politifact.com/factchecks/2020/oct/18/facebook-posts/no-nancy-pelosi-was-not-photographed-charles-manso/,"ober 18, 2020",Facebook posts,pants-fire
